2239
      86400.683	Standing
     550610.018	impersonation
     860550.122	Lusaka
     161505.625	Executing
     333765.832	Unarchived
     419629.105	limeys
     279719.957	subsection
      859032.52	drops
     167381.874	superiority
     889336.636	rims
     200452.643	blubbering
     822963.993	juveniles
     993456.567	Linesman
     660695.381	bluffer
     672811.506	sobered
     374603.466	burdened
     624022.999	Squawks
       372055.0	Choking
     256678.122	went
     912456.335	afros
     740989.165	Kneeled
     551811.669	reimburse
     581591.457	Calculus
     210838.117	iceskate
     362106.403	spare
      85906.937	rightwinger
     930072.783	Sloppier
     595481.857	Unrecognised
     899361.287	Sapping
      498888.61	patriarchy
     537670.736	statically
     906178.417	woodcocks
     277595.103	Disobedience
       9874.424	limbs
      297428.43	Strivings
      84706.885	signalman
     804787.325	snoops
     249199.574	Beacon
      542066.63	circulate
     423905.926	repast
     747915.286	eastward
     756743.156	lollies
      17610.301	balls
      70786.033	cools
     656469.661	forewarning
     286006.537	Fluidised
     997917.525	adhesiveness
       94322.04	diatribe
     689802.531	indicant
     222314.389	misquotes
      11154.354	marital
      685978.16	Extrapolating
     408076.029	petrel
       7524.726	buoyantly
     648336.039	guile
      99451.564	Moderation
     832238.916	Ironies
     739282.222	Monstrous
     233311.179	spread
     807999.432	ages
      22308.056	Fruitlessly
     526357.505	Fixtures
     155400.881	corset
     184611.893	adjudicates
     480393.021	clings
     830167.047	teak
     686475.934	subtends
      523049.11	kitbag
     886142.553	dragoon
     461379.009	catacomb
      47251.396	persuasiveness
      598175.71	burdensome
     664144.992	anaesthetic
     859002.586	megastar
     160483.907	Queasiness
     858454.585	lifeless
       731821.9	voluptuously
     470861.378	forever
     248336.458	incoherency
     647354.524	liquidity
     650217.816	Comprehending
     640279.662	tannoy
      382780.02	Sower
     463502.612	sahara
     389828.291	counteract
     922897.939	salving
     156934.954	Courtyards
     304739.241	bedsores
     514538.208	jurassic
      373049.34	splendidly
     688270.762	live
      109937.43	malaysia
     903243.886	lawns
     299647.415	magnums
      803991.02	Tactless
        70296.3	Collectives
     221301.442	interleaved
     559821.403	scholasticism
     638805.406	canopener
     325407.553	repugnance
     858282.705	luxuriantly
     741915.294	chewiest
      37099.354	bakers
      27372.761	heat
     681149.609	pedalling
     178889.035	fielded
     140139.415	middays
     450759.124	tombs
     314253.032	Staked
     320552.857	congratulating
       89226.59	Liberal
     990876.221	irregular
     836441.157	abolishing
     960359.746	Teem
      19895.699	detectably
      875211.59	Scrummage
     103491.137	Mock
     170800.791	brawling
     849459.145	comma
     688323.514	Projection
     148714.777	help
     126076.858	Glinted
     973475.973	aaron
     429816.262	analytic
     622499.744	bathtub
     235211.932	unholy
     738509.608	valueadded
     246772.834	think
     644848.494	exaction
     590780.503	transactions
     347821.457	hosiery
     871831.036	tranches
     795804.457	ingot
     125458.914	syphilis
     757979.817	drench
     156111.475	plagued
     725736.393	Argumentatively
     412283.814	slugs
     870005.568	infix
     172801.544	pollution
      229223.63	Depreciated
     663203.195	oat
     725991.417	Constitution
      80398.154	lymphoid
     930441.392	dominions
     250369.302	advancements
     501351.264	adhesive
     250669.176	coastline
     185525.476	swallow
     503849.283	essen
     935204.997	credibility
     709393.174	Bureaucracy
     524631.407	beadyeyed
     728555.652	oboist
     692996.225	Manors
     819801.846	Reformist
     487638.826	variable
     906636.031	Noticeable
     485659.508	weekend
     329784.724	tangible
      24892.717	crew
     627476.636	barbarically
     365315.425	Conspiracy
     364649.987	concealed
     791594.832	reconverted
     711672.738	fisher
      42565.531	wastes
     127660.641	equals
     388458.474	unionists
     781406.269	trammel
     498802.994	Spinning
     562741.441	Herpes
     745919.243	silts
     196745.247	havenots
     238388.048	laterals
      221801.31	bimonthly
     577225.317	lungfuls
     233088.488	eclecticism
     797191.101	chimaera
     131090.665	pinnacle
     625524.701	scrolls
     678042.254	stochastic
      908362.59	unloaded
     576859.971	blue
      319319.76	Facile
     280161.724	skating
      760569.65	homely
     943067.815	vacantly
     737713.535	quake
     225507.349	pulsed
     638241.177	Figments
     961761.189	lemon
     893221.273	tramples
     222244.087	Acorn
     884179.444	defy
     479325.435	clarifying
     782606.431	bears
      418114.48	recant
     388746.399	Parenthesis
     951471.328	maths
     780719.299	Refocusses
     688062.554	unaddressed
     202940.775	veneration
     301709.026	Pinball
     385832.373	meek
     977516.482	Promenaded
     881188.807	looker
     798321.662	drenched
     613798.786	stringency
     989589.572	Sledges
     413683.929	Conservatories
     618275.896	truce
     961470.446	sags
     983435.117	cordiality
     895200.814	legionnaires
     603251.329	Pangolin
     225262.028	Lore
     265020.433	determiner
     664756.295	Quadrant
     815528.492	glasses
     246272.182	racial
     551699.752	Certification
     736218.734	Recharge
     671636.934	unspent
     458092.799	Denies
     474564.643	superheat
     392668.267	shorty
      199644.45	visitations
     346522.695	retrieving
     140316.736	ushers
      874930.75	Adonis
     127789.484	highlanders
     844147.338	Tens
      33512.192	Adenoma
     406258.966	ossification
      66805.157	super
       5747.434	yam
     329559.976	squeezing
     173151.925	din
     166487.762	Centigrade
      678450.51	bun
     287954.978	actors
     736042.759	aerodromes
     190651.356	marx
     516339.606	respondent
     621928.752	Ecosystem
     675154.948	lento
     175182.222	Bracken
     979056.485	objectively
     836433.749	carver
     781440.334	Rigorously
     665174.887	Guises
      507746.16	animates
     616320.523	dieter
     868309.098	Seek
     119056.218	hearts
     202063.876	intonations
     457665.589	allergy
     293928.352	blindfold
     761648.794	History
     369891.566	aileron
       56208.37	Mould
     442098.101	Effluvia
     920548.734	Proliferative
      226930.96	Globe
     426107.751	ticket
     705341.694	epigraphy
     767828.143	blitzkrieg
     432701.572	preamplifier
     119390.812	gilders
     883126.698	emboss
     646949.169	rubberstamp
     966787.166	wishbone
     264445.759	environmentalism
     761390.484	wishbone
      844655.11	agora
     494448.187	aluminium
     662807.498	Itching
      15345.422	unmistakeably
     387060.548	Desirability
     694898.851	subverts
     849595.387	pronouncements
     332362.021	blandly
     462984.366	unscrew
     951415.209	peepers
     884995.126	nee
     331384.909	cadaverous
     644769.073	circumnavigated
     857482.155	overvalue
      13597.287	Anchored
     128182.363	models
     738364.281	exodus
     327425.056	surmise
      98735.591	exteriors
     825487.887	weary
     272902.921	Niagara
     473150.918	enumerations
     629801.102	Miles
     453767.833	Contraction
      42991.707	Lifesaving
     276264.405	Indignation
      83457.578	propitiated
     203819.317	Processable
     620514.337	envying
     710290.271	rewrites
     773332.077	edition
     606827.658	punks
     579364.793	award
     344481.972	gerbils
     870248.507	breadboards
      341814.86	divers
     617500.401	Chainsaws
     558802.741	oat
     407573.322	Fiscally
     686128.762	clears
     955456.639	cooperation
     686935.508	catchier
     497501.033	ungratefully
     585356.557	vegetables
     566454.144	cache
     677933.587	Guideline
     198107.553	collecting
     634898.014	permeation
     510710.149	Curbs
      62378.555	forests
     325950.929	numeral
     859914.405	umpteenth
     539775.274	tempter
     165685.508	Cults
      16528.432	Coldly
      289116.18	Retorting
     660158.033	ruined
     957476.206	constriction
     485317.473	soundless
     210755.582	Raptors
     116803.772	skillet
     860161.363	debriefed
     230269.057	Excused
      95209.375	lid
     627791.825	bootless
     731607.441	delta
     300453.788	Moraine
     390888.097	cavalry
     997533.972	warring
      38394.927	uncorrelated
      583082.19	slumbering
     791686.669	sherds
     894612.414	dire
      770202.72	spindrier
     113678.839	hurls
       75408.38	Interpersonal
     259393.925	getrichquick
     239685.381	Straightened
     905780.377	amends
     544730.352	thereby
     756168.529	algebraically
     430218.479	Superficiality
     410034.424	Lantern
     346166.116	cribs
     399500.512	chirp
     310361.594	breadwinner
      33954.161	allowance
     747903.493	Undeveloped
     643551.013	Haemolytic
     375721.382	trickiest
     559494.904	Skimpy
     807267.623	fabrics
     255781.512	decline
     994446.516	irrationality
      278304.98	arabians
     935483.505	psychosomatic
     560861.315	Rectors
     925844.328	stumpy
     412896.686	endgame
     985633.768	headstrong
     256680.385	Stints
     309062.213	rejoined
      82420.162	aerated
     440277.658	Unhesitating
     623705.269	kidnap
     576150.522	reassure
     158279.818	ego
     879157.191	crumbing
     256942.145	Ilmenite
     294197.926	misfire
     895450.033	stabilisation
     112080.493	bypasses
      32088.443	losses
     996321.362	Inextinguishable
     487833.298	acquiesce
     885366.568	proposition
     411190.356	upraised
     493523.655	Barrows
     354330.766	Dukes
     928305.995	emirates
      74583.046	trusties
     760626.828	beastliness
      91055.509	encyclopedia
     291508.035	effigy
     931924.554	jargons
       88720.81	Untidier
     509097.859	mumbled
     226684.138	coronation
      119662.52	compares
     886595.615	novice
     819168.057	backpedalled
     955865.574	residuum
     884997.068	furriness
      25342.704	Sportswear
     276415.766	cetacean
     304297.797	Bigapple
     191051.508	sex
     136561.487	Coverage
      890425.25	Spill
      682036.96	disjunct
     797771.336	Doubled
     590509.884	summonsed
     975727.825	formulator
     154650.177	Jesters
     392613.574	chalks
     277711.262	etymologists
     661380.677	obtuseness
      81353.526	overshadowed
     967855.925	Leghorns
     398225.961	henry
     829319.769	taken
      462635.07	Purples
     433230.051	Grisly
      301870.86	Sundial
     295730.056	chroma
     368710.015	stereoscopy
     590636.929	bestir
     992183.505	Fruitiness
       34720.78	bisexual
     377964.408	fundamental
     734203.822	advisability
     775892.671	Stepladder
     168763.945	Jabs
     744574.057	appears
      413425.28	materials
     291688.033	Song
     340815.722	braid
     177164.067	Misheard
     595030.457	roentgen
      482340.07	igniting
     714748.546	Algiers
      719721.29	Alphanumeric
     461208.999	pressups
     510015.647	Verifier
      721170.34	Fig
     413503.635	pedology
       8585.869	Deterministically
     918596.808	Creche
     270106.451	manfully
     617082.373	Biopsies
      74361.783	modality
     921586.473	Pryings
     200379.091	cultivar
     130753.474	fascinates
     216855.478	unconfused
     878575.421	jittery
     936675.829	discounted
     476865.708	Compost
      130134.99	viaduct
     651351.628	Whiteness
     410301.386	messengers
      694653.49	tying
      48707.147	sojourner
     476220.671	Sagely
      826784.31	virginal
     894034.347	Ambulance
     409714.549	transported
     888640.873	dualisms
      943407.62	graduates
     788063.898	chromium
     990192.672	agouti
     736434.854	integrates
        391.988	Litmus
     315139.605	particles
      963886.76	Regenerating
     157748.771	accustoming
     193295.324	heretofore
     420111.746	helped
     660064.793	footholds
     230246.414	Milligram
      43154.793	Ritual
     904926.259	defaulters
     828015.027	uncommitted
     302921.746	cyprus
       1549.185	actions
     647642.635	musings
     619633.493	persevere
     751276.212	Blearily
     914709.575	draftsman
     404102.832	Virgin
     211410.888	Floorboards
     712045.254	slob
      15913.489	reform
     832765.759	schoolteachers
      436080.05	Municipal
     208838.789	between
     219923.582	permanency
     973680.809	Relinked
     717110.421	prognostication
     395540.615	idolatrous
      98152.163	iconographic
     186005.894	sightly
     419966.711	nominees
     161358.548	speedway
     698676.333	Proletarians
     184069.525	pasteboard
     485352.282	Buggers
       6434.051	paddlers
     712895.926	thwack
     452141.638	Mauve
     309936.677	denunciations
     253898.162	ranger
     122984.077	Brooded
     197260.717	dignitary
     918492.205	drizzle
     990750.644	Inspectors
     604451.408	unceremoniously
     469214.209	Caliph
      750711.08	slogans
      20910.274	ricocheted
     242526.051	rakish
     937515.323	personally
     487363.468	rotates
     944046.821	seas
     482315.315	eery
     869527.724	dismaying
     966237.228	elks
     649517.183	Coins
     285003.255	enthralling
      502862.98	Moult
     189693.914	pensively
     518557.397	Intuitive
     948543.624	reproached
     389786.378	Awesomely
     533567.104	pitches
     654976.298	incurable
      41996.407	withered
     847264.303	clearly
     611362.385	indefensible
      40021.747	polluted
     879242.506	excelling
     262294.847	Spat
      56901.679	roadworks
     448853.038	headsets
     817929.705	Taxman
     783593.445	wearies
     942227.343	spreadsheet
     363955.716	ransoms
     964728.862	Multiplied
     603233.814	mammary
     318428.596	Silvered
     175144.438	Cake
     316380.236	zees
     313667.177	meddle
     558179.416	Adieus
     346023.867	begat
     928738.965	troublesomeness
     199958.352	thistle
     469941.913	Pretended
      78283.776	reconfigurations
     130242.542	deputised
     198013.434	hobble
     209689.872	waged
      254569.81	carve
     509917.884	horticulturist
     259038.105	handles
     876175.485	breaches
     818811.898	presenter
     887407.443	Countless
     884685.273	anon
     735728.746	Etches
      436593.61	Enigmatic
     125458.909	shifter
     552770.649	Deposited
      70005.941	Pulsars
     979641.046	authentic
